"Country";"Type";"Year";"Number"
"MADAGASCAR";"CV";2006;67000
"MALAWI";"CV";2006;35000
"MALI";"CV";2006;35000
"MAURITANIA";"CV";2006;17958,6587046394
"MAURITIUS";"CV";2006;41000
"MOROCCO";"CV";2006;570964
"MOZAMBIQUE";"CV";2006;52000
"NIGERIA";"CV";2006;653000
"SENEGAL";"CV";2006;223000
"SOUTH AFRICA";"CV";2006;2482000
"SUDAN";"CV";2006;49000
"TANZANIA";"CV";2006;50000
"TOGO";"CV";2006;47000
"TUNISIA";"CV";2006;126000
"UGANDA";"CV";2006;176000
"ZAMBIA";"CV";2006;74000
"ZIMBABWE";"CV";2006;91000
"AUSTRIA";"CV";2007;382000
"BELGIUM";"CV";2007;712271
"DENMARK";"CV";2007;546000
"FINLAND";"CV";2007;402306
"FRANCE";"CV";2007;6333000
"GERMANY";"CV";2007;2837000
"GREECE";"CV";2007;1283047
"ICELAND";"CV";2007;33000
"IRELAND";"CV";2007;354325
"ITALY";"CV";2007;4688000
"LUXEMBOURG";"CV";2007;34000
"NETHERLANDS";"CV";2007;1082523
"NORWAY";"CV";2007;538000
"PORTUGAL";"CV";2007;1348000
"SPAIN";"CV";2007;5414000
"SWEDEN";"CV";2007;517000
"SWITZERLAND";"CV";2007;372000
"UNITED KINGDOM";"CV";2007;4247988
"BULGARIA";"CV";2007;285000
"CROATIA";"CV";2007;181000
"CYPRUS";"CV";2007;121000
"CZECH REPUBLIC";"CV";2007;651000
"ESTONIA";"CV";2007;80200
"HUNGARY";"CV";2007;462000
"LATVIA";"CV";2007;140238
"LITHUANIA";"CV";2007;197050
"MALTA";"CV";2007;48000
"POLAND";"CV";2007;2719000
"ROMANIA";"CV";2007;623000
"SLOVAKIA";"CV";2007;245000
"SLOVENIA";"CV";2007;83848
"ALBANIA";"CV";2007;86000
"BELARUS";"CV";2007;383501,405
"BOSNIA";"CV";2007;50000
"GEORGIA";"CV";2007;91000
"MACEDONIA";"CV";2007;19000
"MOLDAVIA";"CV";2007;124000
"RUSSIA";"CV";2007;6050000
"SERBIA";"CV";2007;166000
"TURKEY";"CV";2007;3181000
"UKRAINE";"CV";2007;1285000
"CANADA";"CV";2007;872000
"MEXICO";"CV";2007;8172000
"UNITED STATES OF AMERICA";"CV";2007;113479000
"ARGENTINA";"CV";2007;1994000
"BAHAMAS";"CV";2007;30000
"BARBADOS";"CV";2007;17000
"BELIZE";"CV";2007;15000
"BERMUDA";"CV";2007;5000
"BOLIVIA";"CV";2007;228197
"BRAZIL";"CV";2007;5166000
"CHILE";"CV";2007;890000
"COLOMBIA";"CV";2007;1397000
"COSTA RICA";"CV";2007;164940
"CUBA";"CV";2007;218000
"DOMINICAN REPUBLIC";"CV";2007;546000
"ECUADOR";"CV";2007;790000
"EL SALVADOR";"CV";2007;111000
"GUATEMALA";"CV";2007;751770
"HAITI";"CV";2007;36000
"HONDURAS";"CV";2007;92000
"JAMAICA";"CV";2007;34000
"NICARAGUA";"CV";2007;172901
"PANAMA";"CV";2007;79000
"PARAGUAY";"CV";2007;77000
"PERU";"CV";2007;910000
"PUERTO RICO";"CV";2007;240000
"SURINAME";"CV";2007;31200
"TRINIDAD";"CV";2007;40000
"URUGUAY";"CV";2007;71000
"VENEZUELA";"CV";2007;8e+05
"AFGHANISTAN";"CV";2007;3e+05
"AUSTRALIA";"CV";2007;2801000
"AZERBAIDJAN";"CV";2007;156000
"BAHRAIN";"CV";2007;136000
"BANGLADESH";"CV";2007;144000
"BRUNEI";"CV";2007;11000
"CHINA";"CV";2007;11624000
"GUAM";"CV";2007;32000
"HONG-KONG";"CV";2007;130000
"INDIA";"CV";2007;3642000
"INDONESIA";"CV";2007;5970323
"IRAN";"CV";2007;910000
"IRAQ";"CV";2007;1500000
"ISRAEL";"CV";2007;270000
"JAPAN";"CV";2007;18091000
"JORDAN";"CV";2007;1e+05
"KAZAKHSTAN";"CV";2007;426308,5
"KUWAIT";"CV";2007;201000
"KYRGYZSTAN";"CV";2007;311000
"LEBANON";"CV";2007;89000
"MALAYSIA";"CV";2007;933542
"NEW CALEDONIA";"CV";2007;29000
"NEW ZEALAND";"CV";2007;435000
"OMAN";"CV";2007;130000
"PAKISTAN";"CV";2007;383815
"PALESTINE";"CV";2007;77000
"PHILIPPINES";"CV";2007;335776
"QATAR";"CV";2007;160000
"SAUDI ARABIA";"CV";2007;1540000
"SINGAPORE";"CV";2007;165509
"SOUTH KOREA";"CV";2007;4328000
"SRI LANKA";"CV";2007;404000
"SYRIA";"CV";2007;1540000
"TAIWAN";"CV";2007;1003000
"THAILAND";"CV";2007;5252000
"UNITED ARAB EMIRATES";"CV";2007;80000
"VIETNAM";"CV";2007;1e+05
"YEMEN";"CV";2007;280000
"ALGERIA";"CV";2007;1100000
"ANGOLA";"CV";2007;90000
"BENIN";"CV";2007;20000
"BOTSWANA";"CV";2007;106000
"BURKINA FASO";"CV";2007;44000
"BURUNDI";"CV";2007;30000
"CAMEROON";"CV";2007;63000
"CONGO (RDC)";"CV";2007;704000
"EGYPT";"CV";2007;750000
"ETHIOPIA";"CV";2007;55000
"GHANA";"CV";2007;2e+05
"IVORY COAST";"CV";2007;373000
"KENYA";"CV";2007;339899,5
"LIBERIA";"CV";2007;40000
"LIBYA";"CV";2007;4e+05
"MADAGASCAR";"CV";2007;160000
"MALAWI";"CV";2007;50000
"MALI";"CV";2007;30000
"MAURITANIA";"CV";2007;18892,9719797887
"MAURITIUS";"CV";2007;41000
"MOROCCO";"CV";2007;616335
"MOZAMBIQUE";"CV";2007;57000
"NIGERIA";"CV";2007;660000
"SENEGAL";"CV";2007;229000
"SOUTH AFRICA";"CV";2007;2642000
"SUDAN";"CV";2007;50000
"TANZANIA";"CV";2007;80000
"TOGO";"CV";2007;48000
"TUNISIA";"CV";2007;220000
"UGANDA";"CV";2007;212000
"ZAMBIA";"CV";2007;80000
"ZIMBABWE";"CV";2007;90000
"AUSTRIA";"CV";2008;391000
"BELGIUM";"CV";2008;730696
"DENMARK";"CV";2008;541000
"FINLAND";"CV";2008;432611
"FRANCE";"CV";2008;6362000
"GERMANY";"CV";2008;2859000
"GREECE";"CV";2008;1316711
"ICELAND";"CV";2008;34000
"IRELAND";"CV";2008;360218
"ITALY";"CV";2008;4789000
"LUXEMBOURG";"CV";2008;36000
"NETHERLANDS";"CV";2008;1101432
"NORWAY";"CV";2008;546000
"PORTUGAL";"CV";2008;1349000
"SPAIN";"CV";2008;5468000
"SWEDEN";"CV";2008;524000
"SWITZERLAND";"CV";2008;375000
"UNITED KINGDOM";"CV";2008;4285206
"BULGARIA";"CV";2008;324000
"CROATIA";"CV";2008;184000
"CYPRUS";"CV";2008;125000
"CZECH REPUBLIC";"CV";2008;711000
"ESTONIA";"CV";2008;83300
"HUNGARY";"CV";2008;488750
"LATVIA";"CV";2008;140348
"LITHUANIA";"CV";2008;201407
"MALTA";"CV";2008;49000
"POLAND";"CV";2008;2926000
"ROMANIA";"CV";2008;687000
"SLOVAKIA";"CV";2008;279000
"SLOVENIA";"CV";2008;90815
"ALBANIA";"CV";2008;90000
"BELARUS";"CV";2008;413901,5
"BOSNIA";"CV";2008;60000
"GEORGIA";"CV";2008;97000
"MACEDONIA";"CV";2008;20000
"MOLDAVIA";"CV";2008;137000
"RUSSIA";"CV";2008;6243000
"SERBIA";"CV";2008;174000
"TURKEY";"CV";2008;3394000
"UKRAINE";"CV";2008;1377000
"CANADA";"CV";2008;907000
"MEXICO";"CV";2008;8787000
"UNITED STATES OF AMERICA";"CV";2008;113931000
"ARGENTINA";"CV";2008;2189000
"BAHAMAS";"CV";2008;31000
"BARBADOS";"CV";2008;18000
"BELIZE";"CV";2008;16000
"BERMUDA";"CV";2008;5000
"BOLIVIA";"CV";2008;284669
"BRAZIL";"CV";2008;5597000
"CHILE";"CV";2008;934000
"COLOMBIA";"CV";2008;1498000
"COSTA RICA";"CV";2008;183059
"CUBA";"CV";2008;220000
"DOMINICAN REPUBLIC";"CV";2008;597000
"ECUADOR";"CV";2008;850000
"EL SALVADOR";"CV";2008;113000
"GUATEMALA";"CV";2008;825085
"HAITI";"CV";2008;37000
"HONDURAS";"CV";2008;93000
"JAMAICA";"CV";2008;36000
"NICARAGUA";"CV";2008;183826
"PANAMA";"CV";2008;74000
"PARAGUAY";"CV";2008;74000
"PERU";"CV";2008;987000
"PUERTO RICO";"CV";2008;248000
"SURINAME";"CV";2008;32500
"TRINIDAD";"CV";2008;41000
"URUGUAY";"CV";2008;72000
"VENEZUELA";"CV";2008;989000
"AFGHANISTAN";"CV";2008;310000
"AUSTRALIA";"CV";2008;2925000
"AZERBAIDJAN";"CV";2008;142000
"BAHRAIN";"CV";2008;138000
"BANGLADESH";"CV";2008;145000
"BRUNEI";"CV";2008;12000
"CHINA";"CV";2008;12607000
"GUAM";"CV";2008;33000
"HONG-KONG";"CV";2008;129000
"INDIA";"CV";2008;3954000
"INDONESIA";"CV";2008;6511530
"IRAN";"CV";2008;950000
"IRAQ";"CV";2008;1546000
"ISRAEL";"CV";2008;280000
"JAPAN";"CV";2008;17663000
"JORDAN";"CV";2008;104000
"KAZAKHSTAN";"CV";2008;465962,75
"KUWAIT";"CV";2008;210000
"KYRGYZSTAN";"CV";2008;319610,43707371
"LEBANON";"CV";2008;92000
"MALAYSIA";"CV";2008;973293
"NEW CALEDONIA";"CV";2008;29000
"NEW ZEALAND";"CV";2008;443000
"OMAN";"CV";2008;144000
"PAKISTAN";"CV";2008;389941
"PALESTINE";"CV";2008;94000
"PHILIPPINES";"CV";2008;353183
"QATAR";"CV";2008;208000
"SAUDI ARABIA";"CV";2008;1610000
"SINGAPORE";"CV";2008;171416
"SOUTH KOREA";"CV";2008;4310000
"SRI LANKA";"CV";2008;408000
"SYRIA";"CV";2008;1610000
"TAIWAN";"CV";2008;1e+06
"THAILAND";"CV";2008;5458000
"UNITED ARAB EMIRATES";"CV";2008;90000
"VIETNAM";"CV";2008;105000
"YEMEN";"CV";2008;290000
"ALGERIA";"CV";2008;1150000
"ANGOLA";"CV";2008;124000
"BENIN";"CV";2008;38000
"BOTSWANA";"CV";2008;114000
"BURKINA FASO";"CV";2008;46000
"BURUNDI";"CV";2008;34000
"CAMEROON";"CV";2008;67000
"CONGO (RDC)";"CV";2008;707900
"EGYPT";"CV";2008;931000
"ETHIOPIA";"CV";2008;56000
"GHANA";"CV";2008;280000
"IVORY COAST";"CV";2008;402546,170678337
"KENYA";"CV";2008;352799
"LIBERIA";"CV";2008;38000
"LIBYA";"CV";2008;410000
"MADAGASCAR";"CV";2008;365000
"MALAWI";"CV";2008;68000
"MALI";"CV";2008;28000
"MAURITANIA";"CV";2008;20389,526871842
"MAURITIUS";"CV";2008;42000
"MOROCCO";"CV";2008;668159
"MOZAMBIQUE";"CV";2008;57000
"NIGERIA";"CV";2008;670000
"SENEGAL";"CV";2008;259000
"SOUTH AFRICA";"CV";2008;2741000
"SUDAN";"CV";2008;50000
"TANZANIA";"CV";2008;135000
"TOGO";"CV";2008;49000
"TUNISIA";"CV";2008;390000
"UGANDA";"CV";2008;219000
"ZAMBIA";"CV";2008;83000
"ZIMBABWE";"CV";2008;93000
"AUSTRIA";"CV";2009;398000
"BELGIUM";"CV";2009;743333
"DENMARK";"CV";2009;518000
"FINLAND";"CV";2009;452574
"FRANCE";"CV";2009;6388000
"GERMANY";"CV";2009;2893000
"GREECE";"CV";2009;1329754
"ICELAND";"CV";2009;36208,3333333333
"IRELAND";"CV";2009;352496
"ITALY";"CV";2009;4841000
"LUXEMBOURG";"CV";2009;37729
"NETHERLANDS";"CV";2009;1094211
"NORWAY";"CV";2009;547000
"PORTUGAL";"CV";2009;1353000
"SPAIN";"CV";2009;5406000
"SWEDEN";"CV";2009;528000
"SWITZERLAND";"CV";2009;378000
"UNITED KINGDOM";"CV";2009;4181519
"BULGARIA";"CV";2009;340000
"CROATIA";"CV";2009;170000
"CYPRUS";"CV";2009;128000
"CZECH REPUBLIC";"CV";2009;705000
"ESTONIA";"CV";2009;81100
"HUNGARY";"CV";2009;484440
"LATVIA";"CV";2009;130258
"LITHUANIA";"CV";2009;196361
"MALTA";"CV";2009;48000
"POLAND";"CV";2009;3025000
"ROMANIA";"CV";2009;703000
"SLOVAKIA";"CV";2009;299000
"SLOVENIA";"CV";2009;90851
"ALBANIA";"CV";2009;82000
"BELARUS";"CV";2009;429754
"BOSNIA";"CV";2009;70000
"GEORGIA";"CV";2009;106000
"MACEDONIA";"CV";2009;21000
"MOLDAVIA";"CV";2009;149000
"RUSSIA";"CV";2009;6219000
"SERBIA";"CV";2009;182000
"TURKEY";"CV";2009;3517000
"UKRAINE";"CV";2009;1347000
"CANADA";"CV";2009;915000
"MEXICO";"CV";2009;9173000
"UNITED STATES OF AMERICA";"CV";2009;116472000
"ARGENTINA";"CV";2009;2249000
"BAHAMAS";"CV";2009;31000
"BARBADOS";"CV";2009;18000
"BELIZE";"CV";2009;16000
"BERMUDA";"CV";2009;5000
"BOLIVIA";"CV";2009;212034
"BRAZIL";"CV";2009;6031000
"CHILE";"CV";2009;958000
"COLOMBIA";"CV";2009;1573000
"COSTA RICA";"CV";2009;189396,713929028
"CUBA";"CV";2009;222000
"DOMINICAN REPUBLIC";"CV";2009;629000
"ECUADOR";"CV";2009;890000
"EL SALVADOR";"CV";2009;114000
"GUATEMALA";"CV";2009;885155
"HAITI";"CV";2009;35000
"HONDURAS";"CV";2009;93000
"JAMAICA";"CV";2009;36000
"NICARAGUA";"CV";2009;231209
"PANAMA";"CV";2009;87000
"PARAGUAY";"CV";2009;80000
"PERU";"CV";2009;1063000
"PUERTO RICO";"CV";2009;249000
"SURINAME";"CV";2009;33000
"TRINIDAD";"CV";2009;41000
"URUGUAY";"CV";2009;68000
"VENEZUELA";"CV";2009;954000
"AFGHANISTAN";"CV";2009;320000
"AUSTRALIA";"CV";2009;3027000
"AZERBAIDJAN";"CV";2009;147000
"BAHRAIN";"CV";2009;141000
"BANGLADESH";"CV";2009;169694,680183413
"BRUNEI";"CV";2009;13000
"CHINA";"CV";2009;14355000
"GUAM";"CV";2009;33000
"HONG-KONG";"CV";2009;127000
"INDIA";"CV";2009;4433000
"INDONESIA";"CV";2009;6659144
"IRAN";"CV";2009;1020000
"IRAQ";"CV";2009;1593000
"ISRAEL";"CV";2009;290000
"JAPAN";"CV";2009;17305000
"JORDAN";"CV";2009;109000
"KAZAKHSTAN";"CV";2009;505617
"KUWAIT";"CV";2009;219000
"KYRGYZSTAN";"CV";2009;333223,253936213
"LEBANON";"CV";2009;94000
"MALAYSIA";"CV";2009;1002803
"NEW CALEDONIA";"CV";2009;32000
"NEW ZEALAND";"CV";2009;452000
"OMAN";"CV";2009;146000
"PAKISTAN";"CV";2009;406107
"PALESTINE";"CV";2009;118000
"PHILIPPINES";"CV";2009;373355
"QATAR";"CV";2009;220000
"SAUDI ARABIA";"CV";2009;1680000
"SINGAPORE";"CV";2009;174230
"SOUTH KOREA";"CV";2009;4301000
"SRI LANKA";"CV";2009;409000
"SYRIA";"CV";2009;1680000
"TAIWAN";"CV";2009;1014000
"THAILAND";"CV";2009;5623000
"UNITED ARAB EMIRATES";"CV";2009;92000
"VIETNAM";"CV";2009;110000
"YEMEN";"CV";2009;3e+05
"ALGERIA";"CV";2009;1254000
"ANGOLA";"CV";2009;126000
"BENIN";"CV";2009;39000
"BOTSWANA";"CV";2009;118000
"BURKINA FASO";"CV";2009;49000
"BURUNDI";"CV";2009;34000
"CAMEROON";"CV";2009;69000
"CONGO (RDC)";"CV";2009;709000
"EGYPT";"CV";2009;940000
"ETHIOPIA";"CV";2009;57000
"GHANA";"CV";2009;270000
"IVORY COAST";"CV";2009;413891,24726477
"KENYA";"CV";2009;396176
"LIBERIA";"CV";2009;39000
"LIBYA";"CV";2009;414164
"MADAGASCAR";"CV";2009;370000
"MALAWI";"CV";2009;69000
"MALI";"CV";2009;29000
"MAURITANIA";"CV";2009;20964,1708773542
"MAURITIUS";"CV";2009;43000
"MOROCCO";"CV";2009;731269
"MOZAMBIQUE";"CV";2009;72000
"NIGERIA";"CV";2009;679000
"SENEGAL";"CV";2009;266299,472830495
"SOUTH AFRICA";"CV";2009;2810000
"SUDAN";"CV";2009;52000
"TANZANIA";"CV";2009;137000
"TOGO";"CV";2009;49000
"TUNISIA";"CV";2009;4e+05
"UGANDA";"CV";2009;259000
"ZAMBIA";"CV";2009;108000
"ZIMBABWE";"CV";2009;95000
"AUSTRIA";"CV";2010;406000
"BELGIUM";"CV";2010;761264
"DENMARK";"CV";2010;495000
"FINLAND";"CV";2010;473426
"FRANCE";"CV";2010;6444000
"GERMANY";"CV";2010;2960000
"GREECE";"CV";2010;1346079
"ICELAND";"CV";2010;38416,6666666667
"IRELAND";"CV";2010;335341
"ITALY";"CV";2010;4899000
"LUXEMBOURG";"CV";2010;39458
"NETHERLANDS";"CV";2010;1079993
"NORWAY";"CV";2010;551000
"PORTUGAL";"CV";2010;1353000
"SPAIN";"CV";2010;5366000
"SWEDEN";"CV";2010;540000
"SWITZERLAND";"CV";2010;388000
"UNITED KINGDOM";"CV";2010;4220455
"BULGARIA";"CV";2010;358000
"CROATIA";"CV";2010;160000
"CYPRUS";"CV";2010;124000
"CZECH REPUBLIC";"CV";2010;701000
"ESTONIA";"CV";2010;81200
"HUNGARY";"CV";2010;482520
"LATVIA";"CV";2010;76952
"LITHUANIA";"CV";2010;186087
"MALTA";"CV";2010;47000
"POLAND";"CV";2010;3219000
"ROMANIA";"CV";2010;708000
"SLOVAKIA";"CV";2010;302000
"SLOVENIA";"CV";2010;91619
"ALBANIA";"CV";2010;93000
"BELARUS";"CV";2010;443035
"BOSNIA";"CV";2010;80000
"GEORGIA";"CV";2010;110000
"MACEDONIA";"CV";2010;21000
"MOLDAVIA";"CV";2010;160000
"RUSSIA";"CV";2010;6307000
"SERBIA";"CV";2010;172000
