"Country";"Type";"Year";"Number"
"ITALY";"BC";2010;1065
"NETHERLANDS";"BC";2010;1343
"PORTUGAL";"BC";2010;70
"SPAIN";"BC";2010;254
"SWEDEN";"BC";2010;10000
"UNITED KINGDOM";"BC";2010;1508
"CZECH REPUBLIC";"BC";2010;2711
"HUNGARY";"BC";2010;130
"POLAND";"BC";2010;4566
"SERBIA";"BC";2010;22
"RUSSIA";"BC";2010;13283
"BELARUS";"BC";2010;2046
"UKRAINE";"BC";2010;2743
"TURKEY";"BC";2010;7926
"USA";"BC";2010;0
"ARGENTINA";"BC";2010;2329
"BRAZIL";"BC";2010;40530
"CHINA";"BC";2010;161697
"INDIA";"BC";2010;54616
"INDONESIA";"BC";2010;4106
"IRAN";"BC";2010;2759
"JAPAN";"BC";2010;10274
"MALAYSIA";"BC";2010;1081
"PAKISTAN";"BC";2010;550
"SOUTH KOREA";"BC";2010;11827
"THAILAND";"BC";2010;487
"EGYPT";"BC";2010;8940
"SOUTH AFRICA";"BC";2010;1753
"BELGIUM";"BC";2011;1059
"ITALY";"BC";2011;823
"NETHERLANDS";"BC";2011;1435
"PORTUGAL";"BC";2011;5
"SPAIN";"BC";2011;381
"UNITED KINGDOM";"BC";2011;1827
"CZECH REPUBLIC";"BC";2011;3562
"POLAND";"BC";2011;5059
"SERBIA";"BC";2011;132
"RUSSIA";"BC";2011;14596
"BELARUS";"BC";2011;2500
"UKRAINE";"BC";2011;3738
"TURKEY";"BC";2011;10416
"USA";"BC";2011;0
"ARGENTINA";"BC";2011;3314
"BRAZIL";"BC";2011;49373
"CHINA";"BC";2011;164339
"INDIA";"BC";2011;50328
"INDONESIA";"BC";2011;4195
"IRAN";"BC";2011;2707
"JAPAN";"BC";2011;9427
"MALAYSIA";"BC";2011;1128
"PAKISTAN";"BC";2011;466
"SOUTH KOREA";"BC";2011;11366
"THAILAND";"BC";2011;463
"EGYPT";"BC";2011;5980
"SOUTH AFRICA";"BC";2011;1080
"BELGIUM";"BC";2012;884
"FRANCE";"BC";2012;NA
"GERMANY";"BC";2012;NA
"ITALY";"BC";2012;489
"NETHERLANDS";"BC";2012;1461
"PORTUGAL";"BC";2012;5
"SWEDEN";"BC";2012;NA
"UNITED KINGDOM";"BC";2012;2305
"CZECH REPUBLIC";"BC";2012;3229
"POLAND";"BC";2012;4012
"SERBIA";"BC";2012;140
"RUSSIA";"BC";2012;24275
"BELARUS";"BC";2012;2610
"UKRAINE";"BC";2012;3359
"TURKEY";"BC";2012;10585
"USA";"BC";2012;0
"ARGENTINA";"BC";2012;2812
"BRAZIL";"BC";2012;36630
"VENEZUELA";"BC";2012;64
"CHINA";"BC";2012;169093
"INDIA";"BC";2012;54906
"INDONESIA";"BC";2012;5299
"IRAN";"BC";2012;1131
"JAPAN";"BC";2012;10598
"MALAYSIA";"BC";2012;589
"PAKISTAN";"BC";2012;640
"SOUTH KOREA";"BC";2012;9376
"THAILAND";"BC";2012;582
"EGYPT";"BC";2012;4020
"SOUTH AFRICA";"BC";2012;1241
"BELGIUM";"BC";2013;857
"FINLAND";"BC";2013;103
"ITALY";"BC";2013;421
"NETHERLANDS";"BC";2013;792
"UNITED KINGDOM";"BC";2013;2393
"CZECH REPUBLIC";"BC";2013;3691
"POLAND";"BC";2013;4203
"SERBIA";"BC";2013;140
"RUSSIA";"BC";2013;23107
"BELARUS";"BC";2013;2480
"UKRAINE";"BC";2013;2479
"TURKEY";"BC";2013;13542
"ARGENTINA";"BC";2013;3471
"BRAZIL";"BC";2013;40111
"VENEZUELA";"BC";2013;24
"CHINA";"BC";2013;173148
"INDIA";"BC";2013;43641
"INDONESIA";"BC";2013;4702
"IRAN";"BC";2013;450
"JAPAN";"BC";2013;9755
"MALAYSIA";"BC";2013;856
"PAKISTAN";"BC";2013;528
"SOUTH KOREA";"BC";2013;9764
"THAILAND";"BC";2013;756
"EGYPT";"BC";2013;2680
"SOUTH AFRICA";"BC";2013;1185
"BELGIUM";"BC";2014;789
"ITALY";"BC";2014;289
"NETHERLANDS";"BC";2014;807
"UNITED KINGDOM";"BC";2014;2827
"CZECH REPUBLIC";"BC";2014;3893
"POLAND";"BC";2014;5026
"RUSSIA";"BC";2014;10327
"BELARUS";"BC";2014;1453
"KAZAKHSTAN";"BC";2014;438
"UKRAINE";"BC";2014;906
"TURKEY";"BC";2014;11766
"ARGENTINA";"BC";2014;2263
"BRAZIL";"BC";2014;32938
"CHINA";"BC";2014;162292
"INDIA";"BC";2014;44057
"INDONESIA";"BC";2014;4683
"IRAN";"BC";2014;417
"JAPAN";"BC";2014;9402
"MALAYSIA";"BC";2014;740
"PAKISTAN";"BC";2014;560
"SOUTH KOREA";"BC";2014;15137
"THAILAND";"BC";2014;589
"SOUTH AFRICA";"BC";2014;1460
"BELGIUM";"BC";2015;866
"ITALY";"BC";2015;765
"NETHERLANDS";"BC";2015;789
"UNITED KINGDOM";"BC";2015;3393
"CZECH REPUBLIC";"BC";2015;4517
"POLAND";"BC";2015;4963
"RUSSIA";"BC";2015;8354
"BELARUS";"BC";2015;795
"KAZAKHSTAN";"BC";2015;369
"UKRAINE";"BC";2015;874
"TURKEY";"BC";2015;15920
"ARGENTINA";"BC";2015;259
"BRAZIL";"BC";2015;21498
"VENEZUELA";"BC";2015;6
"CHINA";"BC";2015;163894
"INDIA";"BC";2015;53223
"INDONESIA";"BC";2015;3873
"IRAN";"BC";2015;685
"JAPAN";"BC";2015;11425
"MALAYSIA";"BC";2015;517
"PAKISTAN";"BC";2015;773
"SOUTH KOREA";"BC";2015;17948
"THAILAND";"BC";2015;4590
"SOUTH AFRICA";"BC";2015;1226
