"Country";"Type";"Year";"Number"
"FINLAND";"CV";2006;"0"
"FRANCE";"CV";2006;"386512"
"GERMANY";"CV";2006;"202431"
"ITALY";"CV";2006;"272205"
"NETHERLANDS";"CV";2006;"0"
"PORTUGAL";"CV";2006;"78472"
"SPAIN";"CV";2006;"619444"
"SWEDEN";"CV";2006;"0"
"UNITED KINGDOM";"CV";2006;"186718"
"- EUROPEAN UNION New Members";"CV";2006;"123907"
"CZECH REPUBLIC";"CV";2006;"1077"
"HUNGARY";"CV";2006;"0"
"POLAND";"CV";2006;"76100"
"ROMANIA";"CV";2006;"11410"
"SLOVENIA";"CV";2006;"35320"
"- EAST AND CENTRAL EUROPE";"CV";2006;"229060"
"SERBIA";"CV";2006;"808"
"CIS";"CV";2006;"228252"
"Double Counts Ukraine / Russia";"CV";2006;"10700"
"RUSSIA";"CV";2006;"218252"
"BELARUS";"CV";2006;"0"
"UKRAINE";"CV";2006;"10700"
"UZBEKISTAN";"CV";2006;"10000"
"TURKEY";"CV";2006;"390790"
"AMERICA";"CV";2006;"8972764"
"- NAFTA";"CV";2006;"8401820"
"CANADA";"CV";2006;"1107831"
"MEXICO";"CV";2006;"858164"
"UNITED STATES OF AMERICA";"CV";2006;"6435825"
"- SOUTH AMERICA";"CV";2006;"570944"
"Double counts Venezuela / World";"CV";2006;"9500"
"ARGENTINA";"CV";2006;"145754"
"BRAZIL";"CV";2006;"379195"
"CHILE";"CV";2006;"6660"
"COLOMBIA";"CV";2006;"5420"
"ECUADOR";"CV";2006;"25465"
"VENEZUELA";"CV";2006;"17950"
"ASIA-OCEANIA";"CV";2006;"3840902"
"AUSTRALIA";"CV";2006;"55510"
"CHINA";"CV";2006;"1057373"
"INDIA";"CV";2006;"208344"
"INDONESIA";"CV";2006;"49964"
"IRAN";"CV";2006;"1e+05"
"JAPAN";"CV";2006;"1017245"
"MALAYSIA";"CV";2006;"105474"
"PAKISTAN";"CV";2006;"21100"
"PHILIPPINES";"CV";2006;"8700"
"SOUTH KOREA";"CV";2006;"240206"
"TAIWAN";"CV";2006;"86529"
"THAILAND";"CV";2006;"880457"
"VIETNAM";"CV";2006;"10000"
"AFRICA";"CV";2006;"190671"
"Double Counts Egypt / world";"CV";2006;"11257"
"Double Counts South Africa / world";"CV";2006;"48300"
"EGYPT";"CV";2006;"20845"
"KENYA";"CV";2006;"405"
"MOROCCO";"CV";2006;"8400"
"SOUTH AFRICA";"CV";2006;"219618"
"ZIMBABWE";"CV";2006;"960"
"TOTAL";"CV";2006;"15484497"
"AUSTRIA";"CV";2007;"0"
"BELGIUM";"CV";2007;"0"
"FINLAND";"CV";2007;"0"
"FRANCE";"CV";2007;"393254"
"GERMANY";"CV";2007;"251594"
"ITALY";"CV";2007;"320889"
"PORTUGAL";"CV";2007;"36056"
"SPAIN";"CV";2007;"599584"
"UNITED KINGDOM";"CV";2007;"195895"
"- EUROPEAN UNION New Members";"CV";2007;"123975"
"CZECH REPUBLIC";"CV";2007;"6238"
"POLAND";"CV";2007;"86100"
"ROMANIA";"CV";2007;"7444"
"SLOVENIA";"CV";2007;"24193"
"- OTHER EUROPE";"CV";2007;"264883"
"SERBIA";"CV";2007;"1098"
"CIS";"CV";2007;"263785"
"Double Counts Ukraine / World";"CV";2007;"-2286"
"RUSSIA";"CV";2007;"241932"
"UKRAINE";"CV";2007;"9239"
"UZBEKISTAN";"CV";2007;"14900"
"TURKEY";"CV";2007;"413736"
"AMERICA";"CV";2007;"9159593"
"- NAFTA";"CV";2007;"8545546"
"CANADA";"CV";2007;"1200017"
"MEXICO";"CV";2007;"796604"
"USA";"CV";2007;"6548925"
"- SOUTH AMERICA";"CV";2007;"614047"
"Double counts Venezuela / World";"CV";2007;"-25729"
"ARGENTINA";"CV";2007;"188279"
"BRAZIL";"CV";2007;"406277"
"COLOMBIA";"CV";2007;"5620"
"ECUADOR";"CV";2007;"6236"
"VENEZUELA";"CV";2007;"33364"
"ASIA-OCEANIA";"CV";2007;"4220568"
"AUSTRALIA";"CV";2007;"44636"
"CHINA";"CV";2007;"1380710"
"INDIA";"CV";2007;"249839"
"INDONESIA";"CV";2007;"52000"
"IRAN";"CV";2007;"110240"
"JAPAN";"CV";2007;"921273"
"MALAYSIA";"CV";2007;"78788"
"PAKISTAN";"CV";2007;"29247"
"PHILIPPINES";"CV";2007;"10569"
"SOUTH KOREA";"CV";2007;"320051"
"TAIWAN";"CV";2007;"67222"
"THAILAND";"CV";2007;"955993"
"AFRICA";"CV";2007;"175810"
"Double Counts Egypt / world";"CV";2007;"-14000"
"Double Counts South Africa / world";"CV";2007;"-68621"
"EGYPT";"CV";2007;"24232"
"KENYA";"CV";2007;"705"
"MOROCCO";"CV";2007;"9059"
"SOUTH AFRICA";"CV";2007;"220753"
"TUNISIA";"CV";2007;"2071"
"ZIMBABWE";"CV";2007;"1611"
"TOTAL";"CV";2007;"16143329"
"FRANCE";"CV";2008;"349131"
"GERMANY";"CV";2008;"246266"
"ITALY";"CV";2008;"314977"
"NETHERLANDS";"CV";2008;"0"
"PORTUGAL";"CV";2008;"36178"
"SPAIN";"CV";2008;"523328"
"UNITED KINGDOM";"CV";2008;"175557"
"- EUROPEAN UNION New Members";"CV";2008;"130889"
"CZECH REPUBLIC";"CV";2008;"6288"
"HUNGARY";"CV";2008;"0"
"POLAND";"CV";2008;"93027"
"ROMANIA";"CV";2008;"13964"
"SLOVENIA";"CV";2008;"17610"
"- OTHER EUROPE";"CV";2008;"209821"
"SERBIA";"CV";2008;"1100"
"CIS";"CV";2008;"208721"
"RUSSIA";"CV";2008;"192607"
"UKRAINE";"CV";2008;"3114"
"UZBEKISTAN";"CV";2008;"13000"
"TURKEY";"CV";2008;"470557"
"AMERICA";"CV";2008;"7056582"
"- NAFTA";"CV";2008;"6393490"
"CANADA";"CV";2008;"847183"
"MEXICO";"CV";2008;"866382"
"USA";"CV";2008;"4679925"
"- SOUTH AMERICA";"CV";2008;"663092"
"Double counts Venezuela / World";"CV";2008;"-23800"
"ARGENTINA";"CV";2008;"188658"
"BRAZIL";"CV";2008;"447538"
"COLOMBIA";"CV";2008;"4189"
"ECUADOR";"CV";2008;"8941"
"VENEZUELA";"CV";2008;"37566"
"ASIA-OCEANIA";"CV";2008;"3927861"
"Double Counts Asia / world";"CV";2008;"0"
"Double Counts China / world";"CV";2008;"0"
"Double Counts Thailand / world";"CV";2008;"0"
"AUSTRALIA";"CV";2008;"38528"
"CHINA";"CV";2008;"1094097"
"INDIA";"CV";2008;"239702"
"INDONESIA";"CV";2008;"84917"
"IRAN";"CV";2008;"105600"
"JAPAN";"CV";2008;"900918"
"MALAYSIA";"CV";2008;"92313"
"PAKISTAN";"CV";2008;"32432"
"PHILIPPINES";"CV";2008;"7976"
"SOUTH KOREA";"CV";2008;"311549"
"TAIWAN";"CV";2008;"40390"
"THAILAND";"CV";2008;"979039"
"VIETNAM";"CV";2008;"400"
"AFRICA";"CV";2008;"168887"
"Double Counts Egypt / world";"CV";2008;"-17310"
"Double Counts South Africa / world";"CV";2008;"-64000"
"EGYPT";"CV";2008;"29952"
"KENYA";"CV";2008;"1080"
"MOROCCO";"CV";2008;"9675"
"SOUTH AFRICA";"CV";2008;"205955"
"TUNISIA";"CV";2008;"2190"
"ZIMBABWE";"CV";2008;"1345"
"TOTAL";"CV";2008;"13596954"
"FRANCE";"CV";2009;"198847"
"GERMANY";"CV";2009;"167628"
"ITALY";"CV";2009;"158089"
"PORTUGAL";"CV";2009;"22172"
"SPAIN";"CV";2009;"331131"
"UNITED KINGDOM";"CV";2009;"80206"
"- EUROPEAN UNION New Members";"CV";2009;"79748"
"CZECH REPUBLIC";"CV";2009;"2650"
"POLAND";"CV";2009;"49929"
"ROMANIA";"CV";2009;"16990"
"SLOVENIA";"CV";2009;"10179"
"- OTHER EUROPE";"CV";2009;"84179"
"CIS";"CV";2009;"84179"
"RUSSIA";"CV";2009;"74612"
"UKRAINE";"CV";2009;"1867"
"UZBEKISTAN";"CV";2009;"7700"
"TURKEY";"CV";2009;"341873"
"AMERICA";"CV";2009;"5182940"
"- NAFTA";"CV";2009;"4597495"
"CANADA";"CV";2009;"656894"
"MEXICO";"CV";2009;"559041"
"USA";"CV";2009;"3381560"
"- SOUTH AMERICA";"CV";2009;"585445"
"Double counts Venezuela / World";"CV";2009;"-21510"
"ARGENTINA";"CV";2009;"118525"
"BRAZIL";"CV";2009;"449337"
"ECUADOR";"CV";2009;"6861"
"VENEZUELA";"CV";2009;"32232"
"ASIA-OCEANIA";"CV";2009;"3900903"
"AUSTRALIA";"CV";2009;"35196"
"CHINA";"CV";2009;"1573546"
"INDIA";"CV";2009;"269450"
"INDONESIA";"CV";2009;"54550"
"IRAN";"CV";2009;"191713"
"JAPAN";"CV";2009;"691427"
"MALAYSIA";"CV";2009;"38252"
"PAKISTAN";"CV";2009;"13124"
"SOUTH KOREA";"CV";2009;"320286"
"TAIWAN";"CV";2009;"38811"
"THAILAND";"CV";2009;"674548"
"AFRICA";"CV";2009;"108463"
"Double Counts Egypt / world";"CV";2009;"-12450"
"Double Counts South Africa / world";"CV";2009;"-40900"
"EGYPT";"CV";2009;"21530"
"MOROCCO";"CV";2009;"9106"
"SOUTH AFRICA";"CV";2009;"131177"
"TOTAL";"CV";2009;"10652855"
"FRANCE";"CV";2010;"262479"
"GERMANY";"CV";2010;"230686"
"ITALY";"CV";2010;"236004"
"PORTUGAL";"CV";2010;"39770"
"SPAIN";"CV";2010;"437242"
"UNITED KINGDOM";"CV";2010;"111395"
"- EUROPEAN UNION New Members";"CV";2010;"114288"
"CZECH REPUBLIC";"CV";2010;"2745"
"POLAND";"CV";2010;"73972"
"ROMANIA";"CV";2010;"27270"
"SLOVENIA";"CV";2010;"10301"
"- OTHER EUROPE";"CV";2010;"152575"
"SERBIA";"CV";2010;"530"
"CIS";"CV";2010;"152045"
"RUSSIA";"CV";2010;"121528"
"UKRAINE";"CV";2010;"4037"
"UZBEKISTAN";"CV";2010;"26480"
"TURKEY";"CV";2010;"459386"
"AMERICA";"CV";2010;"7596944"
"- NAFTA";"CV";2010;"6825889"
"CANADA";"CV";2010;"1095482"
"MEXICO";"CV";2010;"864365"
"USA";"CV";2010;"4866042"
"- SOUTH AMERICA";"CV";2010;"771055"
"Double counts Venezuela / World";"CV";2010;"-16683"
"ARGENTINA";"CV";2010;"187225"
"BRAZIL";"CV";2010;"566567"
"ECUADOR";"CV";2010;"8948"
"VENEZUELA";"CV";2010;"24998"
"ASIA-OCEANIA";"CV";2010;"5008038"
"AUSTRALIA";"CV";2010;"34109"
"CHINA";"CV";2010;"1946820"
"INDIA";"CV";2010;"395253"
"INDONESIA";"CV";2010;"101648"
"IRAN";"CV";2010;"196752"
"JAPAN";"CV";2010;"787612"
"MALAYSIA";"CV";2010;"39682"
"PAKISTAN";"CV";2010;"18431"
"SOUTH KOREA";"CV";2010;"367150"
"TAIWAN";"CV";2010;"47200"
"THAILAND";"CV";2010;"1073381"
"AFRICA";"CV";2010;"124832"
"Double Counts Egypt / world";"CV";2010;"-12850"
"Double Counts South Africa / world";"CV";2010;"-47880"
"EGYPT";"CV";2010;"22211"
"MOROCCO";"CV";2010;"6520"
"SOUTH AFRICA";"CV";2010;"153773"
"TUNISIA";"CV";2010;"2801"
"ZIMBABWE";"CV";2010;"257"
"TOTAL";"CV";2010;"14767988"
"FRANCE";"CV";2011;"311898"
"GERMANY";"CV";2011;"439400"
"ITALY";"CV";2011;"270342"
"PORTUGAL";"CV";2011;"46385"
"SPAIN";"CV";2011;"480316"
"UNITED KINGDOM";"CV";2011;"103014"
"- EUROPEAN UNION New Members";"CV";2011;"118326"
"CZECH REPUBLIC";"CV";2011;"3013"
"POLAND";"CV";2011;"85225"
"ROMANIA";"CV";2011;"24924"
"SLOVENIA";"CV";2011;"5164"
"- OTHER EUROPE";"CV";2011;"184202"
"SERBIA";"CV";2011;"340"
"CIS";"CV";2011;"183862"
"RUSSIA";"CV";2011;"148318"
"UKRAINE";"CV";2011;"2284"
"UZBEKISTAN";"CV";2011;"33260"
"TURKEY";"CV";2011;"501585"
"AMERICA";"CV";2011;"8314586"
"- NAFTA";"CV";2011;"7454565"
"CANADA";"CV";2011;"1134758"
"MEXICO";"CV";2011;"886279"
"USA";"CV";2011;"5433528"
"- SOUTH AMERICA";"CV";2011;"860021"
"Double counts Venezuela / World";"CV";2011;"-18770"
"ARGENTINA";"CV";2011;"227182"
"BRAZIL";"CV";2011;"607781"
"COLOMBIA";"CV";2011;"4850"
"ECUADOR";"CV";2011;"10860"
"VENEZUELA";"CV";2011;"28118"
"ASIA-OCEANIA";"CV";2011;"4871852"
"AUSTRALIA";"CV";2011;"29873"
"CHINA";"CV";2011;"1845372"
"INDIA";"CV";2011;"510217"
"INDONESIA";"CV";2011;"151421"
"IRAN";"CV";2011;"198685"
"JAPAN";"CV";2011;"718418"
"MALAYSIA";"CV";2011;"36310"
"PAKISTAN";"CV";2011;"21330"
"SOUTH KOREA";"CV";2011;"396530"
"TAIWAN";"CV";2011;"49176"
"THAILAND";"CV";2011;"914520"
"AFRICA";"CV";2011;"147523"
"Double Counts Egypt / world";"CV";2011;"-9220"
"Double Counts South Africa / world";"CV";2011;"-58860"
"EGYPT";"CV";2011;"15944"
"MOROCCO";"CV";2011;"6830"
"SOUTH AFRICA";"CV";2011;"192829"
"TOTAL";"CV";2011;"15784655"
"FRANCE";"CV";2012;"284951"
"GERMANY";"CV";2012;"260801"
"ITALY";"CV";2012;"241186"
"PORTUGAL";"CV";2012;"43831"
"SPAIN";"CV";2012;"392624"
"UNITED KINGDOM";"CV";2012;"94045"
"- EUROPEAN UNION New Members";"CV";2012;"128866"
"CZECH REPUBLIC";"CV";2012;"2493"
"POLAND";"CV";2012;"111073"
"ROMANIA";"CV";2012;"11187"
"SLOVENIA";"CV";2012;"4113"
"- OTHER EUROPE";"CV";2012;"180188"
"SERBIA";"CV";2012;"555"
"CIS";"CV";2012;"179633"
"RUSSIA";"CV";2012;"158353"
"UKRAINE";"CV";2012;"2080"
"UZBEKISTAN";"CV";2012;"19200"
"TURKEY";"CV";2012;"455968"
"AMERICA";"CV";2012;"9335179"
"- NAFTA";"CV";2012;"8424536"
"CANADA";"CV";2012;"1413766"
"MEXICO";"CV";2012;"1051962"
"USA";"CV";2012;"5958808"
"- SOUTH AMERICA";"CV";2012;"910643"
"Double counts Venezuela / World";"CV";2012;"-21640"
"ARGENTINA";"CV";2012;"246087"
"BRAZIL";"CV";2012;"643689"
"ECUADOR";"CV";2012;"8948"
"VENEZUELA";"CV";2012;"33559"
"ASIA-OCEANIA";"CV";2012;"5480444"
"AUSTRALIA";"CV";2012;"31275"
"CHINA";"CV";2012;"1874738"
"INDIA";"CV";2012;"553048"
"INDONESIA";"CV";2012;"169747"
"IRAN";"CV";2012;"121859"
"JAPAN";"CV";2012;"794820"
"MALAYSIA";"CV";2012;"54216"
"PAKISTAN";"CV";2012;"19180"
"SOUTH KOREA";"CV";2012;"359010"
"TAIWAN";"CV";2012;"53943"
"THAILAND";"CV";2012;"1448608"
"AFRICA";"CV";2012;"174879"
"Double Counts Egypt / world";"CV";2012;"-6140"
"Double Counts South Africa / world";"CV";2012;"-73400"
"EGYPT";"CV";2012;"10610"
"MOROCCO";"CV";2012;"5379"
"SOUTH AFRICA";"CV";2012;"235741"
"TUNISIA";"CV";2012;"1860"
"ZIMBABWE";"CV";2012;"829"
"TOTAL";"CV";2012;"17069886"
"FRANCE";"CV";2013;"282000"
"GERMANY";"CV";2013;"278318"
"ITALY";"CV";2013;"236040"
"PORTUGAL";"CV";2013;"40918"
"SPAIN";"CV";2013;"419954"
"UNITED KINGDOM";"CV";2013;"69262"
"- EUROPEAN UNION New Members";"CV";2013;"108394"
"POLAND";"CV";2013;"104055"
"SLOVENIA";"CV";2013;"4339"
"- OTHER EUROPE";"CV";2013;"188620"
"SERBIA";"CV";2013;"555"
"CIS";"CV";2013;"188065"
"RUSSIA";"CV";2013;"166175"
"UKRAINE";"CV";2013;"870"
"UZBEKISTAN";"CV";2013;"21020"
"TURKEY";"CV";2013;"448306"
"AMERICA";"CV";2013;"10028265"
"- NAFTA";"CV";2013;"8990514"
"CANADA";"CV";2013;"1404770"
"MEXICO";"CV";2013;"1138950"
"USA";"CV";2013;"6446794"
"- SOUTH AMERICA";"CV";2013;"1037751"
"Double counts Venezuela / World";"CV";2013;"-14600"
"ARGENTINA";"CV";2013;"257622"
"BRAZIL";"CV";2013;"762201"
"ECUADOR";"CV";2013;"8948"
"VENEZUELA";"CV";2013;"23580"
"ASIA-OCEANIA";"CV";2013;"5433242"
"AUSTRALIA";"CV";2013;"25111"
"CHINA";"CV";2013;"1976279"
"INDIA";"CV";2013;"515708"
"INDONESIA";"CV";2013;"140167"
"IRAN";"CV";2013;"105150"
"JAPAN";"CV";2013;"851091"
"MALAYSIA";"CV";2013;"52039"
"PAKISTAN";"CV";2013;"18246"
"SOUTH KOREA";"CV";2013;"360796"
"TAIWAN";"CV";2013;"44772"
"THAILAND";"CV";2013;"1343883"
"AFRICA";"CV";2013;"197422"
"Double Counts Egypt / world";"CV";2013;"-4100"
"Double Counts South Africa / world";"CV";2013;"-77350"
"EGYPT";"CV";2013;"7040"
"MOROCCO";"CV";2013;"20610"
"SOUTH AFRICA";"CV";2013;"248533"
"TUNISIA";"CV";2013;"1860"
"ZIMBABWE";"CV";2013;"829"
"TOTAL";"CV";2013;"17728042"
"FRANCE";"CV";2014;"322000"
"GERMANY";"CV";2014;"303522"
"ITALY";"CV";2014;"270970"
"PORTUGAL";"CV";2014;"40868"
"SPAIN";"CV";2014;"477097"
"UNITED KINGDOM";"CV";2014;"55294"
"- EUROPEAN UNION New Members";"CV";2014;"115936"
"POLAND";"CV";2014;"115878"
"SLOVENIA";"CV";2014;"58"
"- OTHER EUROPE";"CV";2014;"123681"
"SERBIA";"CV";2014;"1574"
"CIS";"CV";2014;"122107"
"RUSSIA";"CV";2014;"121591"
"UKRAINE";"CV";2014;"516"
"TURKEY";"CV";2014;"395331"
"AMERICA";"CV";2014;"10752616"
"- NAFTA";"CV";2014;"9864262"
"CANADA";"CV";2014;"1468685"
"MEXICO";"CV";2014;"1277289"
"USA";"CV";2014;"7118288"
"- SOUTH AMERICA";"CV";2014;"888354"
"Double counts South America / World";"CV";2014;"-18000"
"ARGENTINA";"CV";2014;"233131"
"BRAZIL";"CV";2014;"658426"
"COLOMBIA";"CV";2014;"988"
"ECUADOR";"CV";2014;"5986"
"VENEZUELA";"CV";2014;"7823"
"ASIA-OCEANIA";"CV";2014;"5038128"
"AUSTRALIA";"CV";2014;"29379"
"CHINA";"CV";2014;"1870694"
"INDIA";"CV";2014;"433310"
"INDONESIA";"CV";2014;"156970"
"IRAN";"CV";2014;"148697"
"JAPAN";"CV";2014;"883425"
"MALAYSIA";"CV";2014;"43610"
"PAKISTAN";"CV";2014;"19400"
"SOUTH KOREA";"CV";2014;"287952"
"TAIWAN";"CV";2014;"42881"
"THAILAND";"CV";2014;"1121810"
"AFRICA";"CV";2014;"191966"
"Double Counts South Africa / World";"CV";2014;"-87510"
"MOROCCO";"CV";2014;"21987"
"SOUTH AFRICA";"CV";2014;"255629"
"TUNISIA";"CV";2014;"1860"
"TOTAL";"CV";2014;"18084557"
"FRANCE";"CV";2015;"416200"
"GERMANY";"CV";2015;"325226"
"ITALY";"CV";2015;"317365"
"PORTUGAL";"CV";2015;"37134"
"SPAIN";"CV";2015;"486268"
"UNITED KINGDOM";"CV";2015;"76484"
"POLAND";"CV";2015;"120940"
"- OTHER EUROPE";"CV";2015;"110582"
"SERBIA";"CV";2015;"1230"
"CIS";"CV";2015;"109352"
"RUSSIA";"CV";2015;"109037"
"UKRAINE";"CV";2015;"315"
"TURKEY";"CV";2015;"516011"
"AMERICA";"CV";2015;"10948943"
"- NAFTA";"CV";2015;"10413362"
"CANADA";"CV";2015;"1380431"
"MEXICO";"CV";2015;"1419468"
"USA";"CV";2015;"7613463"
"- SOUTH AMERICA";"CV";2015;"535581"
"Double counts South America / World";"CV";2015;"-11000"
"ARGENTINA";"CV";2015;"217901"
"BRAZIL";"CV";2015;"314949"
"COLOMBIA";"CV";2015;"1070"
"ECUADOR";"CV";2015;"4800"
"VENEZUELA";"CV";2015;"7861"
"ASIA-OCEANIA";"CV";2015;"4950654"
"AUSTRALIA";"CV";2015;"7666"
"CHINA";"CV";2015;"1792788"
"INDIA";"CV";2015;"427234"
"INDONESIA";"CV";2015;"199715"
"IRAN";"CV";2015;"82627"
"JAPAN";"CV";2015;"849529"
"MALAYSIA";"CV";2015;"52370"
"PAKISTAN";"CV";2015;"41730"
"PHILIPPINES";"CV";2015;"23994"
"SOUTH KOREA";"CV";2015;"308872"
"TAIWAN";"CV";2015;"48249"
"THAILAND";"CV";2015;"1115880"
"AFRICA";"CV";2015;"188554"
"Double Counts South Africa / World";"CV";2015;"-83160"
"MOROCCO";"CV";2015;"28200"
"SOUTH AFRICA";"CV";2015;"242974"
"TUNISIA";"CV";2015;"540"
"TOTAL";"CV";2015;"18490519"
