"Country";"Type";"Year";"Number"
"SERBIA";"PC";2006;"9832"
"CIS";"PC";2006;"1359868"
"Double Counts Ukraine / Czech Republic";"PC";2006;"7680"
"Double Counts Ukraine / Germany";"PC";2006;"4200"
"Double Counts Ukraine / Romania";"PC";2006;"4200"
"Double Counts Ukraine / Russia";"PC";2006;"93000"
"Double Counts Ukraine / South Korea";"PC";2006;"83830"
"RUSSIA";"PC";2006;"1177918"
"BELARUS";"PC";2006;"0"
"UKRAINE";"PC";2006;"274860"
"UZBEKISTAN";"PC";2006;"1e+05"
"TURKEY";"PC";2006;"545682"
"AMERICA";"PC";2006;"9331032"
"- NAFTA";"PC";2006;"6853375"
"CANADA";"PC";2006;"1389536"
"MEXICO";"PC";2006;"1097619"
"UNITED STATES OF AMERICA";"PC";2006;"4366220"
"- SOUTH AMERICA";"PC";2006;"2477657"
"Double counts Venezuela / World";"PC";2006;"100200"
"ARGENTINA";"PC";2006;"263120"
"BRAZIL";"PC";2006;"2092029"
"COLOMBIA";"PC";2006;"65200"
"VENEZUELA";"PC";2006;"157508"
"ASIA-OCEANIA";"PC";2006;"22203097"
"Double Counts Malaysia / world";"PC";2006;"1e+05"
"AUSTRALIA";"PC";2006;"270000"
"CHINA";"PC";2006;"5233132"
"INDIA";"PC";2006;"1473000"
"INDONESIA";"PC";2006;"206321"
"IRAN";"PC";2006;"8e+05"
"JAPAN";"PC";2006;"9756515"
"MALAYSIA";"PC";2006;"377952"
"PAKISTAN";"PC";2006;"136400"
"PHILIPPINES";"PC";2006;"33000"
"SOUTH KOREA";"PC";2006;"3489136"
"TAIWAN";"PC";2006;"211306"
"THAILAND";"PC";2006;"298819"
"VIETNAM";"PC";2006;"17516"
"AFRICA";"PC";2006;"339377"
"Double Counts Egypt / world";"PC";2006;"19120"
"Double Counts South Africa / world";"PC";2006;"59044"
"BOTSWANA";"PC";2006;"397"
"EGYPT";"PC";2006;"59462"
"MOROCCO";"PC";2006;"20200"
"NIGERIA";"PC";2006;"3000"
"SOUTH AFRICA";"PC";2006;"334482"
"TOTAL";"PC";2006;"49982840"
"AUSTRIA";"PC";2007;"199969"
"BELGIUM";"PC";2007;"789674"
"FINLAND";"PC";2007;"24000"
"FRANCE";"PC";2007;"2550869"
"GERMANY(1)";"PC";2007;"5709139"
"ITALY";"PC";2007;"910860"
"NETHERLANDS";"PC";2007;"61912"
"PORTUGAL";"PC";2007;"134047"
"SPAIN";"PC";2007;"2195780"
"SWEDEN (2)";"PC";2007;"316850"
"UNITED KINGDOM";"PC";2007;"1534567"
"- EUROPEAN UNION New Members";"PC";2007;"2888143"
"Double Counts Slovakia / Czech republic";"PC";2007;"0"
"Double Counts Slovakia/ / Germany";"PC";2007;"0"
"CZECH REPUBLIC";"PC";2007;"925778"
"HUNGARY";"PC";2007;"287982"
"POLAND";"PC";2007;"695000"
"ROMANIA";"PC";2007;"234103"
"SLOVAKIA";"PC";2007;"571071"
"SLOVENIA";"PC";2007;"174209"
"- OTHER EUROPE";"PC";2007;"1591943"
"SERBIA";"PC";2007;"8236"
"CIS";"PC";2007;"1583707"
"Double Counts Ukraine / World";"PC";2007;"-255006"
"RUSSIA";"PC";2007;"1288652"
"UKRAINE";"PC";2007;"380061"
"UZBEKISTAN";"PC";2007;"170000"
"TURKEY";"PC";2007;"634883"
"AMERICA";"PC";2007;"9293340"
"- NAFTA";"PC";2007;"6475498"
"CANADA";"PC";2007;"1342133"
"MEXICO";"PC";2007;"1209097"
"USA";"PC";2007;"3924268"
"- SOUTH AMERICA";"PC";2007;"2817842"
"Double counts Venezuela / World";"PC";2007;"-117962"
"ARGENTINA";"PC";2007;"350735"
"BRAZIL";"PC";2007;"2388402"
"COLOMBIA";"PC";2007;"68047"
"VENEZUELA";"PC";2007;"128620"
"ASIA-OCEANIA";"PC";2007;"24094409"
"Double Counts Asia / world";"PC";2007;"-110400"
"Double Counts China / world";"PC";2007;"-105000"
"Double Counts Thailand / world";"PC";2007;"0"
"AUSTRALIA";"PC";2007;"283348"
"CHINA";"PC";2007;"6381116"
"INDIA";"PC";2007;"1707839"
"INDONESIA";"PC";2007;"309208"
"IRAN";"PC";2007;"882000"
"JAPAN";"PC";2007;"9944637"
"MALAYSIA";"PC";2007;"347971"
"PAKISTAN";"PC";2007;"140614"
"PHILIPPINES";"PC";2007;"38923"
"SOUTH KOREA";"PC";2007;"3723482"
"TAIWAN";"PC";2007;"212685"
"THAILAND";"PC";2007;"315444"
"VIETNAM";"PC";2007;"22542"
"AFRICA";"PC";2007;"330417"
"Double Counts Egypt / world";"PC";2007;"-21200"
"Double Counts South Africa / world";"PC";2007;"-22234"
"BOTSWANA";"PC";2007;"0"
"EGYPT";"PC";2007;"67149"
"MOROCCO";"PC";2007;"27612"
"NIGERIA";"PC";2007;"3072"
"SOUTH AFRICA";"PC";2007;"276018"
"TOTAL";"PC";2007;"53049391"
"AUSTRIA";"PC";2008;"125436"
"BELGIUM";"PC";2008;"680131"
"FINLAND";"PC";2008;"18000"
"FRANCE";"PC";2008;"2145935"
"GERMANY(1)";"PC";2008;"5526882"
"ITALY";"PC";2008;"659221"
"NETHERLANDS";"PC";2008;"59223"
"PORTUGAL";"PC";2008;"132242"
"SPAIN";"PC";2008;"1943049"
"SWEDEN (2)";"PC";2008;"252287"
"UNITED KINGDOM";"PC";2008;"1446619"
"- EUROPEAN UNION New Members";"PC";2008;"3102736"
"CZECH REPUBLIC";"PC";2008;"933312"
"HUNGARY";"PC";2008;"342359"
"POLAND";"PC";2008;"840000"
"ROMANIA";"PC";2008;"231056"
"SLOVAKIA";"PC";2008;"575776"
"SLOVENIA";"PC";2008;"180233"
"- OTHER EUROPE";"PC";2008;"1805084"
"SERBIA";"PC";2008;"9818"
"CIS";"PC";2008;"1795266"
"Double Counts Ukraine / World";"PC";2008;"-270000"
"RUSSIA";"PC";2008;"1469429"
"UKRAINE";"PC";2008;"400799"
"UZBEKISTAN";"PC";2008;"195038"
"TURKEY";"PC";2008;"621567"
"AMERICA";"PC";2008;"9238009"
"- NAFTA";"PC";2008;"6213082"
"CANADA";"PC";2008;"1195436"
"MEXICO";"PC";2008;"1241288"
"USA";"PC";2008;"3776358"
"- SOUTH AMERICA";"PC";2008;"3024927"
"Double counts Venezuela / World";"PC";2008;"-58400"
"ARGENTINA";"PC";2008;"399577"
"BRAZIL";"PC";2008;"2561496"
"COLOMBIA";"PC";2008;"34138"
"VENEZUELA";"PC";2008;"88116"
"ASIA-OCEANIA";"PC";2008;"24646730"
"Double Counts Asia / world";"PC";2008;"0"
"Double Counts China / world";"PC";2008;"-81750"
"Double Counts Thailand / world";"PC";2008;"0"
"AUSTRALIA";"PC";2008;"285590"
"CHINA";"PC";2008;"6737745"
"INDIA";"PC";2008;"1829677"
"INDONESIA";"PC";2008;"431423"
"IRAN";"PC";2008;"940870"
"JAPAN";"PC";2008;"9916149"
"MALAYSIA";"PC";2008;"419963"
"PAKISTAN";"PC";2008;"98425"
"PHILIPPINES";"PC";2008;"46458"
"SOUTH KOREA";"PC";2008;"3450478"
"TAIWAN";"PC";2008;"138709"
"THAILAND";"PC";2008;"401309"
"VIETNAM";"PC";2008;"31684"
"AFRICA";"PC";2008;"378929"
"Double Counts Egypt / world";"PC";2008;"-22876"
"Double Counts South Africa / world";"PC";2008;"-25900"
"EGYPT";"PC";2008;"72485"
"MOROCCO";"PC";2008;"32056"
"NIGERIA";"PC";2008;"2040"
"SOUTH AFRICA";"PC";2008;"321124"
"TOTAL";"PC";2008;"52637206"
"AUSTRIA";"PC";2009;"56620"
"BELGIUM";"PC";2009;"524595"
"FINLAND";"PC";2009;"10907"
"FRANCE";"PC";2009;"1819497"
"GERMANY";"PC";2009;"4964523"
"ITALY";"PC";2009;"661100"
"NETHERLANDS";"PC";2009;"50620"
"PORTUGAL";"PC";2009;"101680"
"SPAIN";"PC";2009;"1812688"
"SW EDEN";"PC";2009;"128738"
"UNITED KINGDOM";"PC";2009;"999460"
"- EUROPEAN UNION New Members";"PC";2009;"2951238"
"CZECH REPUBLIC";"PC";2009;"976435"
"HUNGARY";"PC";2009;"212773"
"POLAND";"PC";2009;"818800"
"ROMANIA";"PC";2009;"279320"
"SLOVAKIA";"PC";2009;"461340"
"SLOVENIA";"PC";2009;"202570"
"- OTHER EUROPE";"PC";2009;"747228"
"SERBIA";"PC";2009;"16337"
"CIS";"PC";2009;"730891"
"Double Counts Ukraine / World";"PC";2009;"-44220"
"RUSSIA";"PC";2009;"599265"
"UKRAINE";"PC";2009;"65646"
"UZBEKISTAN";"PC";2009;"110200"
"TURKEY";"PC";2009;"510931"
"AMERICA";"PC";2009;"6954032"
"- NAFTA";"PC";2009;"3960731"
"CANADA";"PC";2009;"822267"
"MEXICO";"PC";2009;"942876"
"USA";"PC";2009;"2195588"
"- SOUTH AMERICA";"PC";2009;"2993301"
"Double counts Venezuela / World";"PC";2009;"-58770"
"ARGENTINA";"PC";2009;"380067"
"BRAZIL";"PC";2009;"2575418"
"COLOMBIA";"PC";2009;"24679"
"VENEZUELA";"PC";2009;"71907"
"ASIA-OCEANIA";"PC";2009;"25289717"
"Double Counts China / world";"PC";2009;"-113370"
"AUSTRALIA";"PC";2009;"188158"
"CHINA";"PC";2009;"10383831"
"INDIA";"PC";2009;"2175220"
"INDONESIA";"PC";2009;"352172"
"IRAN";"PC";2009;"1170503"
"JAPAN";"PC";2009;"6862161"
"MALAYSIA";"PC";2009;"447002"
"PAKISTAN";"PC";2009;"92552"
"PHILIPPINES";"PC";2009;"43558"
"SOUTH KOREA";"PC";2009;"3158417"
"TAIW AN";"PC";2009;"183986"
"THAILAND";"PC";2009;"313442"
"VIETNAM";"PC";2009;"32085"
"AFRICA";"PC";2009;"281783"
"Double Counts Egypt / world";"PC";2009;"-21120"
"Double Counts South Africa / world";"PC";2009;"-17900"
"EGYPT";"PC";2009;"60249"
"MOROCCO";"PC";2009;"37573"
"SOUTH AFRICA";"PC";2009;"222981"
"TOTAL";"PC";2009;"47772598"
"AUSTRIA";"PC";2010;"86183"
"BELGIUM";"PC";2010;"528996"
"FINLAND";"PC";2010;"6385"
"FRANCE";"PC";2010;"1924171"
"GERMANY";"PC";2010;"5552409"
"ITALY";"PC";2010;"573169"
"NETHERLANDS";"PC";2010;"48025"
"PORTUGAL";"PC";2010;"114563"
"SPAIN";"PC";2010;"1913513"
"SWEDEN";"PC";2010;"177084"
"UNITED KINGDOM";"PC";2010;"1270444"
"- EUROPEAN UNION New Members";"PC";2010;"3149648"
"CZECH REPUBLIC";"PC";2010;"1069518"
"HUNGARY";"PC";2010;"208571"
"POLAND";"PC";2010;"785000"
"ROMANIA";"PC";2010;"323587"
"SLOVAKIA";"PC";2010;"561933"
"SLOVENIA";"PC";2010;"201039"
"- OTHER EUROPE";"PC";2010;"1376244"
"SERBIA";"PC";2010;"14551"
"CIS";"PC";2010;"1361693"
"Double Counts Ukraine / World";"PC";2010;"-52330"
"RUSSIA";"PC";2010;"1208362"
"UKRAINE";"PC";2010;"75261"
"UZBEKISTAN";"PC";2010;"130400"
"TURKEY";"PC";2010;"603394"
"AMERICA";"PC";2010;"8228067"
"- NAFTA";"PC";2010;"5084330"
"CANADA";"PC";2010;"967077"
"MEXICO";"PC";2010;"1386148"
"USA";"PC";2010;"2731105"
"- SOUTH AMERICA";"PC";2010;"3143737"
"Double counts Venezuela / World";"PC";2010;"-60308"
"ARGENTINA";"PC";2010;"508401"
"BRAZIL";"PC";2010;"2584690"
"COLOMBIA";"PC";2010;"37197"
"VENEZUELA";"PC";2010;"73757"
"ASIA-OCEANIA";"PC";2010;"32414823"
"Double Counts China / world";"PC";2010;"-114774"
"AUSTRALIA";"PC";2010;"205334"
"CHINA";"PC";2010;"13897083"
"INDIA";"PC";2010;"2831542"
"INDONESIA";"PC";2010;"496524"
"IRAN";"PC";2010;"1367014"
"JAPAN";"PC";2010;"8310362"
"MALAYSIA";"PC";2010;"522568"
"PAKISTAN";"PC";2010;"130625"
"PHILIPPINES";"PC";2010;"56128"
"SOUTH KOREA";"PC";2010;"3866206"
"TAIWAN";"PC";2010;"251490"
"THAILAND";"PC";2010;"554387"
"VIETNAM";"PC";2010;"40334"
"AFRICA";"PC";2010;"356872"
"Double Counts Egypt / world";"PC";2010;"-26790"
"Double Counts South Africa / world";"PC";2010;"-23690"
"EGYPT";"PC";2010;"76412"
"MOROCCO";"PC";2010;"35546"
"SOUTH AFRICA";"PC";2010;"295394"
"TOTAL";"PC";2010;"58239494"
"AUSTRIA";"PC";2011;"130343"
"BELGIUM";"PC";2011;"562386"
"FINLAND";"PC";2011;"2540"
"FRANCE";"PC";2011;"1931030"
"GERMANY(1)";"PC";2011;"5871918"
"ITALY";"PC";2011;"485606"
"NETHERLANDS";"PC";2011;"40772"
"PORTUGAL";"PC";2011;"141779"
"SPAIN";"PC";2011;"1819453"
"SW EDEN (2)";"PC";2011;"188969"
"UNITED KINGDOM";"PC";2011;"1343810"
"- EUROPEAN UNION New Members";"PC";2011;"3250929"
"CZECH REPUBLIC";"PC";2011;"1191968"
"HUNGARY";"PC";2011;"2e+05"
"POLAND";"PC";2011;"740000"
"ROMANIA";"PC";2011;"310243"
"SLOVAKIA";"PC";2011;"639763"
"SLOVENIA";"PC";2011;"168955"
"- OTHER EUROPE";"PC";2011;"1930048"
"SERBIA";"PC";2011;"15050"
"CIS";"PC";2011;"1914998"
"Double Counts Ukraine / World";"PC";2011;"-67050"
"RUSSIA";"PC";2011;"1738163"
"UKRAINE";"PC";2011;"97585"
"UZBEKISTAN";"PC";2011;"146300"
"TURKEY";"PC";2011;"639734"
"AMERICA";"PC";2011;"8768058"
"- NAFTA";"PC";2011;"5613696"
"CANADA";"PC";2011;"990483"
"MEXICO";"PC";2011;"1657080"
"USA";"PC";2011;"2966133"
"- SOUTH AMERICA";"PC";2011;"3154362"
"Double counts Venezuela / World";"PC";2011;"-56520"
"ARGENTINA";"PC";2011;"577233"
"BRAZIL";"PC";2011;"2534534"
"COLOMBIA";"PC";2011;"30000"
"VENEZUELA";"PC";2011;"69115"
"ASIA-OCEANIA";"PC";2011;"32525304"
"Double Counts China / world";"PC";2011;"-119670"
"AUSTRALIA";"PC";2011;"189503"
"CHINA";"PC";2011;"14485326"
"INDIA";"PC";2011;"3053871"
"INDONESIA";"PC";2011;"561863"
"IRAN";"PC";2011;"1413276"
"JAPAN";"PC";2011;"7158525"
"MALAYSIA";"PC";2011;"496440"
"PAKISTAN";"PC";2011;"139200"
"PHILIPPINES";"PC";2011;"43280"
"SOUTH KOREA";"PC";2011;"4221617"
"TAIW AN";"PC";2011;"288523"
"THAILAND";"PC";2011;"549770"
"VIETNAM";"PC";2011;"43780"
"AFRICA";"PC";2011;"364187"
"Double Counts Egypt / world";"PC";2011;"-18610"
"Double Counts South Africa / world";"PC";2011;"-25780"
"EGYPT";"PC";2011;"53072"
"MOROCCO";"PC";2011;"43240"
"SOUTH AFRICA";"PC";2011;"312265"
"TOTAL";"PC";2011;"59929016"
"AUSTRIA";"PC";2012;"123602"
"BELGIUM";"PC";2012;"504076"
"FINLAND";"PC";2012;"2900"
"FRANCE";"PC";2012;"1682814"
"GERMANY";"PC";2012;"5388459"
"ITALY";"PC";2012;"396817"
"NETHERLANDS";"PC";2012;"24895"
"PORTUGAL";"PC";2012;"115735"
"SPAIN";"PC";2012;"1539680"
"SWEDEN";"PC";2012;"162814"
"UNITED KINGDOM";"PC";2012;"1464906"
"- EUROPEAN UNION New Members";"PC";2012;"3306832"
"CZECH REPUBLIC";"PC";2012;"1171774"
"HUNGARY";"PC";2012;"215440"
"POLAND";"PC";2012;"539671"
"ROMANIA";"PC";2012;"326556"
"SLOVAKIA";"PC";2012;"926555"
"SLOVENIA";"PC";2012;"126836"
"- OTHER EUROPE";"PC";2012;"2194981"
"SERBIA";"PC";2012;"10227"
"CIS";"PC";2012;"2184754"
"RUSSIA";"PC";2012;"1970087"
"UKRAINE";"PC";2012;"69687"
"UZBEKISTAN";"PC";2012;"144980"
"TURKEY";"PC";2012;"577296"
"AMERICA";"PC";2012;"10124903"
"- NAFTA";"PC";2012;"6956179"
"CANADA";"PC";2012;"1040298"
"MEXICO";"PC";2012;"1810007"
"USA";"PC";2012;"4105874"
"- SOUTH AMERICA";"PC";2012;"3168724"
"Double counts Venezuela / World";"PC";2012;"-55800"
"ARGENTINA";"PC";2012;"497376"
"BRAZIL";"PC";2012;"2589236"
"COLOMBIA";"PC";2012;"70686"
"VENEZUELA";"PC";2012;"67226"
"ASIA-OCEANIA";"PC";2012;"35159735"
"Double Counts China / world";"PC";2012;"-127610"
"AUSTRALIA";"PC";2012;"189949"
"CHINA";"PC";2012;"15523658"
"INDIA";"PC";2012;"3296240"
"INDONESIA";"PC";2012;"743501"
"IRAN";"PC";2012;"856927"
"JAPAN";"PC";2012;"8554503"
"MALAYSIA";"PC";2012;"509621"
"PAKISTAN";"PC";2012;"137424"
"PHILIPPINES";"PC";2012;"46390"
"SOUTH KOREA";"PC";2012;"4167089"
"TAIWAN";"PC";2012;"278043"
"THAILAND";"PC";2012;"945100"
"VIETNAM";"PC";2012;"38900"
"AFRICA";"PC";2012;"381377"
"Double Counts Egypt / world";"PC";2012;"-11660"
"Double Counts South Africa / world";"PC";2012;"-22080"
"EGYPT";"PC";2012;"36880"
"MOROCCO";"PC";2012;"103364"
"SOUTH AFRICA";"PC";2012;"274873"
"TOTAL";"PC";2012;"63070002"
"AUSTRIA";"PC";2013;"146566"
"BELGIUM";"PC";2013;"465504"
"FINLAND";"PC";2013;"20500"
"FRANCE";"PC";2013;"1458000"
"GERMANY(1)";"PC";2013;"5439904"
"ITALY";"PC";2013;"388465"
"NETHERLANDS";"PC";2013;"0"
"PORTUGAL";"PC";2013;"109698"
"SPAIN";"PC";2013;"1719700"
"SWEDEN";"PC";2013;"161080"
"UNITED KINGDOM";"PC";2013;"1509762"
"- EUROPEAN UNION New Members";"PC";2013;"3298827"
"CZECH REPUBLIC";"PC";2013;"1128473"
"HUNGARY";"PC";2013;"220000"
"POLAND";"PC";2013;"475000"
"ROMANIA";"PC";2013;"410959"
"SLOVAKIA";"PC";2013;"975000"
"SLOVENIA";"PC";2013;"89395"
"- OTHER EUROPE";"PC";2013;"2109234"
"SERBIA";"PC";2013;"10100"
"CIS";"PC";2013;"2099134"
"RUSSIA";"PC";2013;"1919636"
"UKRAINE";"PC";2013;"45758"
"UZBEKISTAN";"PC";2013;"133740"
"TURKEY";"PC";2013;"633604"
"AMERICA";"PC";2013;"10426827"
"- NAFTA";"PC";2013;"7106013"
"CANADA";"PC";2013;"965191"
"MEXICO";"PC";2013;"1771987"
"USA";"PC";2013;"4368835"
"- SOUTH AMERICA";"PC";2013;"3320814"
"Double counts Venezuela / World";"PC";2013;"-29590"
"ARGENTINA";"PC";2013;"506539"
"BRAZIL";"PC";2013;"2722979"
"COLOMBIA";"PC";2013;"74900"
"VENEZUELA";"PC";2013;"45986"
"ASIA-OCEANIA";"PC";2013;"37242936"
"Double Counts China / world";"PC";2013;"-148710"
"AUSTRALIA";"PC";2013;"185427"
"CHINA";"PC";2013;"18085213"
"INDIA";"PC";2013;"3138988"
"INDONESIA";"PC";2013;"924753"
"IRAN";"PC";2013;"630639"
"JAPAN";"PC";2013;"8189323"
"MALAYSIA";"PC";2013;"543892"
"PAKISTAN";"PC";2013;"121234"
"PHILIPPINES";"PC";2013;"48560"
"SOUTH KOREA";"PC";2013;"4122604"
"TAIWAN";"PC";2013;"291037"
"THAILAND";"PC";2013;"1071076"
"VIETNAM";"PC";2013;"38900"
"AFRICA";"PC";2013;"409589"
"Double Counts Egypt / world";"PC";2013;"-8110"
"Double Counts South Africa / world";"PC";2013;"-20050"
"EGYPT";"PC";2013;"25650"
"MOROCCO";"PC";2013;"146842"
"SOUTH AFRICA";"PC";2013;"265257"
"TOTAL";"PC";2013;"65462496"
"AUSTRIA";"PC";2014;"135000"
"BELGIUM";"PC";2014;"481637"
"FINLAND";"PC";2014;"45000"
"FRANCE";"PC";2014;"1499464"
"GERMANY";"PC";2014;"5604026"
"ITALY";"PC";2014;"401317"
"PORTUGAL";"PC";2014;"117744"
"SPAIN";"PC";2014;"1898342"
"SWEDEN (1)";"PC";2014;"154173"
"UNITED KINGDOM";"PC";2014;"1528148"
"- EUROPEAN UNION New Members";"PC";2014;"3514690"
"Double Counts East Europe / World";"PC";2014;"-120000"
"CZECH REPUBLIC";"PC";2014;"1246506"
"HUNGARY";"PC";2014;"434069"
"POLAND";"PC";2014;"473000"
"ROMANIA";"PC";2014;"391422"
"SLOVAKIA";"PC";2014;"971160"
"SLOVENIA";"PC";2014;"118533"
"- OTHER EUROPE";"PC";2014;"1915747"
"SERBIA";"PC";2014;"101576"
"CIS";"PC";2014;"1814171"
"Double Counts CIS / World";"PC";2014;"-196442"
"RUSSIA";"PC";2014;"1692505"
"BELARUS";"PC";2014;"9350"
"KAZAKHSTAN";"PC";2014;"37157"
"UKRAINE";"PC";2014;"25941"
"UZBEKISTAN";"PC";2014;"245660"
"TURKEY";"PC";2014;"733439"
"AMERICA";"PC";2014;"9799028"
"- NAFTA";"PC";2014;"7082340"
"CANADA";"PC";2014;"913533"
"MEXICO";"PC";2014;"1915709"
"USA";"PC";2014;"4253098"
"- SOUTH AMERICA";"PC";2014;"2716688"
"Double counts South America / World";"PC";2014;"-43000"
"ARGENTINA";"PC";2014;"363711"
"BRAZIL";"PC";2014;"2314789"
"COLOMBIA";"PC";2014;"70149"
"VENEZUELA";"PC";2014;"11039"
"ASIA-OCEANIA";"PC";2014;"39219660"
"Double Counts Asia / World";"PC";2014;"-201000"
"AUSTRALIA";"PC";2014;"145607"
"BANGLADESH";"PC";2014;"536"
"CHINA";"PC";2014;"19919795"
"INDIA";"PC";2014;"3158215"
"INDONESIA";"PC";2014;"1011260"
"IRAN";"PC";2014;"925975"
"JAPAN";"PC";2014;"8277070"
"MALAYSIA";"PC";2014;"547150"
"PAKISTAN";"PC";2014;"123900"
"PHILIPPINES";"PC";2014;"67401"
"SOUTH KOREA";"PC";2014;"4124116"
"TAIWAN";"PC";2014;"332629"
"THAILAND";"PC";2014;"742678"
"VIETNAM";"PC";2014;"44328"
"AFRICA";"PC";2014;"483206"
"Double Counts South Africa / World";"PC";2014;"-23070"
"ALGERIA";"PC";2014;"1244"
"EGYPT";"PC";2014;"17542"
"MOROCCO";"PC";2014;"209999"
"SOUTH AFRICA";"PC";2014;"277491"
"TOTAL";"PC";2014;"67530621"
"AUSTRIA";"PC";2015;"109000"
"BELGIUM";"PC";2015;"369172"
"FINLAND";"PC";2015;"69000"
"FRANCE";"PC";2015;"1553800"
"GERMANY";"PC";2015;"5707938"
"ITALY";"PC";2015;"663139"
"NETHERLANDS";"PC";2015;"41870"
"PORTUGAL";"PC";2015;"115468"
"SPAIN";"PC";2015;"2218980"
"SWEDEN";"PC";2015;"188987"
"UNITED KINGDOM";"PC";2015;"1587677"
"- EUROPEAN UNION New Members";"PC";2015;"3721560"
"Double Counts East Europe / World";"PC";2015;"-123360"
"CZECH REPUBLIC";"PC";2015;"1298236"
"HUNGARY";"PC";2015;"491720"
"POLAND";"PC";2015;"534700"
"ROMANIA";"PC";2015;"387171"
"SLOVAKIA";"PC";2015;"1000001"
"SLOVENIA";"PC";2015;"133092"
"- OTHER EUROPE";"PC";2015;"1377675"
"SERBIA";"PC";2015;"82400"
"CIS";"PC";2015;"1295275"
"Double Counts CIS / World";"PC";2015;"-131550"
"RUSSIA";"PC";2015;"1214849"
"BELARUS";"PC";2015;"8469"
"KAZAKHSTAN";"PC";2015;"12453"
"UKRAINE";"PC";2015;"5654"
"UZBEKISTAN";"PC";2015;"185400"
"TURKEY";"PC";2015;"791027"
"AMERICA";"PC";2015;"9397047"
"- NAFTA";"PC";2015;"7020298"
"CANADA";"PC";2015;"888565"
